datetime,indoor temp,outdoor temp,ac_energy_kWh,energy_waste_kWh,money_waste_AUD
2019-01-04 23:00,25.1525,25.3267907,0.5239166667,0,0
2019-01-05 00:00,25.1375,25.9885576,0.55625,0,0
2019-01-05 01:00,25.13583333,27.1961096,0.6166666667,0,0
2019-01-05 02:00,25.18333333,28.16521421,0.6673333333,0,0
2019-01-05 03:00,25.19416667,28.90611025,0.7050833333,0,0
2019-01-05 04:00,25.2025,29.58456762,0.7393333333,0,0
2019-01-05 05:00,25.2025,30.07237202,0.7638333333,0,0
2019-01-05 06:00,25.34166667,29.90851509,0.7624166667,0,0
2019-01-05 07:00,25.78833333,29.56835045,0.76775,0,0
2019-01-05 08:00,25.98,29.49037717,0.7735833333,0,0
2019-01-05 09:00,26.27333333,28.20564455,0.7239166667,0,0
2019-01-05 10:00,26.60583333,27.36088345,0.6983333333,0,0
2019-01-05 11:00,26.93166667,25.81272872,0.6373333333,0,0
2019-01-05 12:00,27.19916667,24.96267649,0.6079166667,0,0
2019-01-05 13:00,27.33333333,24.0641409,0.5699166667,0,0
2019-01-05 14:00,27.42166667,22.97155202,0.5205,0,0
2019-01-05 15:00,27.41083333,21.86624779,0.4885,0,0
2019-01-05 16:00,27.32333333,21.43614023,0.5020833333,0,0
2019-01-05 17:00,27.15416667,21.37020548,0.4936666667,0,0
2019-01-05 18:00,27.03083333,21.0899372,0.4970833333,0,0
2019-01-05 19:00,26.915,21.40699947,0.4769166667,0,0
2019-01-05 20:00,26.85083333,21.87650452,0.4640833333,0,0
2019-01-05 21:00,26.74916667,22.83267297,0.4841666667,0,0
2019-01-05 22:00,26.672,23.77395841,0.5224,0,0
2019-01-05 23:00,26.53166667,25.00616759,0.5768333333,0,0
2019-01-06 00:00,26.43333333,25.99171606,0.6211666667,0,0
2019-01-06 01:00,26.34333333,27.38329791,0.6864166667,0,0
2019-01-06 02:00,26.27083333,28.08816202,0.718,0,0
2019-01-06 03:00,26.20583333,29.14426309,0.7675833333,0,0
2019-01-06 04:00,26.13416667,29.95975714,0.8048333333,0,0
2019-01-06 05:00,26.05916667,29.92194436,0.7990833333,0,0
2019-01-06 06:00,26.0025,29.96033958,0.79825,0,0
2019-01-06 07:00,26.00416667,29.80252396,0.79025,0,0
2019-01-06 08:00,26.07333333,29.38398863,0.7728333333,0,0
2019-01-06 09:00,26.16166667,28.72623119,0.7443333333,0,0
2019-01-06 10:00,26.25083333,27.15485895,0.67025,0,0
2019-01-06 11:00,26.30666667,25.9907379,0.6148333333,0,0
2019-01-06 12:00,26.34083333,25.00232023,0.5670833333,0,0
2019-01-06 13:00,26.38166667,24.11090281,0.5246666667,0,0
2019-01-06 14:00,26.46416667,22.9822708,0.4754166667,0,0
2019-01-06 15:00,26.53083333,21.9112787,0.4456666667,0,0
2019-01-06 16:00,26.565,21.15618423,0.4725833333,0,0
2019-01-06 17:00,26.58333333,20.91335681,0.48425,0,0
2019-01-06 18:00,26.59166667,20.98893292,0.4801666667,0,0
2019-01-06 19:00,26.6,21.39174016,0.4660833333,0,0
2019-01-06 20:00,26.6,21.51535591,0.4700833333,0,0
2019-01-06 21:00,26.535,22.65580524,0.4685833333,0,0
2019-01-06 22:00,26.40333333,23.68043885,0.50425,0,0
2019-01-06 23:00,26.305,24.55166938,0.5428333333,0,0
2019-01-07 00:00,26.2225,25.79812436,0.6011666667,0,0
2019-01-07 01:00,26.1575,26.83925164,0.6498333333,0,0
2019-01-07 02:00,26.115,28.17871239,0.7146666667,0,0
2019-01-07 03:00,26.08166667,28.67806479,0.738,0,0
2019-01-07 04:00,26.0675,29.67882537,0.78725,0,0
2019-01-07 05:00,25.98166667,30.14054038,0.8060833333,0,0
2019-01-07 06:00,25.655,30.09240525,0.7875,0,0
2019-01-07 07:00,24.98083333,29.50149663,0.724,0.3561666667,0.08904166667
2019-01-07 08:00,24.08416667,29.3111037,0.6696666667,0.6696666667,0.1674166667
2019-01-07 09:00,23.7825,28.3716675,0.60775,0.60775,0.1519375
2019-01-07 10:00,23.8225,27.49166145,0.56575,0.56575,0.1414375
2019-01-07 11:00,23.61666667,26.19361236,0.4905833333,0.4905833333,0.1226458333
2019-01-07 12:00,23.49833333,25.09196885,0.4295,0.4295,0.107375
2019-01-07 13:00,23.4875,23.88626099,0.36875,0.36875,0.0921875
2019-01-07 14:00,23.50916667,22.67863524,0.3095,0.3095,0.077375
2019-01-07 15:00,23.46,22.0813749,0.3008333333,0.3008333333,0.07520833333
2019-01-07 16:00,23.52583333,21.5687848,0.302,0.302,0.0755
2019-01-07 17:00,23.62333333,21.08306214,0.3268333333,0.3268333333,0.08170833333
2019-01-07 18:00,23.67333333,20.82894484,0.3421666667,0.3421666667,0.08554166667
2019-01-07 19:00,24.165,21.02580734,0.357,0.357,0.08925
2019-01-07 20:00,24.85,22.00579302,0.3640833333,0.2684166667,0.06710416667
2019-01-07 21:00,25.2025,22.70189721,0.4008333333,0,0
2019-01-07 22:00,25.35833333,23.49492339,0.44275,0,0
2019-01-07 23:00,25.43333333,24.97278556,0.52025,0,0
2019-01-08 00:00,25.45916667,26.43605609,0.59475,0,0
2019-01-08 01:00,25.4775,26.99587356,0.6235833333,0,0
2019-01-08 02:00,25.4925,28.37607831,0.6935,0,0
2019-01-08 03:00,25.48666667,29.09932087,0.7294166667,0,0
2019-01-08 04:00,25.5025,29.66903482,0.7585833333,0,0
2019-01-08 05:00,25.3975,29.93509765,0.7665833333,0,0
2019-01-08 06:00,25.06083333,30.04717734,0.7553333333,0.2473333333,0.06183333333
2019-01-08 07:00,25.00333333,29.54366012,0.7273333333,0.4230833333,0.1057708333
2019-01-08 08:00,24.82166667,28.85741427,0.6840833333,0.6840833333,0.1710208333
2019-01-08 09:00,24.3075,28.31451876,0.6311666667,0.6311666667,0.1577916667
2019-01-08 10:00,23.75333333,27.44147425,0.55975,0.55975,0.1399375
2019-01-08 11:00,23.635,26.08729925,0.4860833333,0.4860833333,0.1215208333
2019-01-08 12:00,23.60666667,24.88254172,0.4245833333,0.4245833333,0.1061458333
2019-01-08 13:00,23.50333333,23.61634984,0.356,0.356,0.089
2019-01-08 14:00,23.43666667,22.81384871,0.31375,0.31375,0.0784375
2019-01-08 15:00,23.40333333,22.00938949,0.2946666667,0.2946666667,0.07366666667
2019-01-08 16:00,23.51583333,21.57427267,0.30275,0.30275,0.0756875
2019-01-08 17:00,23.7825,20.98610347,0.3399166667,0.3399166667,0.08497916667
2019-01-08 18:00,23.71166667,21.19876216,0.3303333333,0.3303333333,0.08258333333
2019-01-08 19:00,24.3825,21.38441218,0.3505833333,0.3505833333,0.08764583333
2019-01-08 20:00,25.03833333,21.71846887,0.3801666667,0.16275,0.0406875
2019-01-08 21:00,25.39333333,22.61564676,0.40775,0,0
2019-01-08 22:00,25.535,23.58356324,0.4560833333,0,0
2019-01-08 23:00,25.61,24.94191725,0.5276666667,0,0
2019-01-09 00:00,25.585,26.25308436,0.5920833333,0,0
2019-01-09 01:00,25.54,27.27073192,0.6406666667,0,0
2019-01-09 02:00,25.50916667,28.418339,0.6965,0,0
2019-01-09 03:00,25.49333333,29.04742126,0.7271666667,0,0
2019-01-09 04:00,25.46833333,29.40557616,0.7435,0,0
2019-01-09 05:00,25.335,30.10147944,0.77175,0,0
2019-01-09 06:00,25.02666667,29.98710589,0.75075,0.3821666667,0.09554166667
2019-01-09 07:00,24.95666667,29.78609798,0.737,0.6745,0.168625
2019-01-09 08:00,24.7375,29.15825857,0.6946666667,0.6946666667,0.1736666667
2019-01-09 09:00,24.25416667,28.14199312,0.6196666667,0.6196666667,0.1549166667
2019-01-09 10:00,24.71583333,27.16886076,0.5941666667,0.5941666667,0.1485416667
2019-01-09 11:00,24.66416667,25.95526963,0.5309166667,0.5309166667,0.1327291667
2019-01-09 12:00,24.87916667,25.03087615,0.4955,0.3813333333,0.09533333333
2019-01-09 13:00,24.44333333,23.87970057,0.4161666667,0.4161666667,0.1040416667
2019-01-09 14:00,24.31583333,22.92519536,0.3696666667,0.3696666667,0.09241666667
2019-01-09 15:00,24.17666667,22.04804933,0.3313333333,0.3313333333,0.08283333333
2019-01-09 16:00,23.6825,21.60436725,0.3105833333,0.3105833333,0.07764583333
2019-01-09 17:00,23.42583333,21.01023177,0.3208333333,0.3208333333,0.08020833333
2019-01-09 18:00,23.54833333,20.7734513,0.3386666667,0.3386666667,0.08466666667
2019-01-09 19:00,24.29,21.40607554,0.3444166667,0.3444166667,0.08610416667
2019-01-09 20:00,25.02833333,21.94966648,0.3703333333,0.15225,0.0380625
2019-01-09 21:00,25.3575,22.50475825,0.4036666667,0,0
2019-01-09 22:00,25.49083333,23.91441588,0.4703333333,0,0
2019-01-09 23:00,25.51916667,24.80133358,0.516,0,0
2019-01-10 00:00,25.54583333,26.04094,0.5793333333,0,0
2019-01-10 01:00,25.5475,27.17766498,0.6364166667,0,0
2019-01-10 02:00,25.5525,27.96657498,0.6759166667,0,0
2019-01-10 03:00,25.5225,29.29807934,0.7410833333,0,0
2019-01-10 04:00,25.51,29.55541042,0.7533333333,0,0
2019-01-10 05:00,25.375,30.30742765,0.7841666667,0,0
2019-01-10 06:00,25.00666667,30.23816194,0.76225,0.4456666667,0.1114166667
2019-01-10 07:00,24.74083333,29.53439335,0.7136666667,0.7136666667,0.1784166667
2019-01-10 08:00,23.985,28.93140972,0.6458333333,0.6458333333,0.1614583333
2019-01-10 09:00,23.59833333,28.21194553,0.5905833333,0.5905833333,0.1476458333
2019-01-10 10:00,23.52916667,26.9342949,0.5231666667,0.5231666667,0.1307916667
2019-01-10 11:00,23.3575,26.16291465,0.476,0.476,0.119
2019-01-10 12:00,23.29916667,25.08084863,0.4190833333,0.4190833333,0.1047708333
2019-01-10 13:00,23.42083333,23.77206326,0.3595833333,0.3595833333,0.08989583333
2019-01-10 14:00,23.50416667,22.99083281,0.3255833333,0.3255833333,0.08139583333
2019-01-10 15:00,23.6175,22.0093059,0.30925,0.30925,0.0773125
2019-01-10 16:00,23.61833333,21.66345121,0.3060833333,0.3060833333,0.07652083333
2019-01-10 17:00,23.44333333,20.71234502,0.3366666667,0.3366666667,0.08416666667
2019-01-10 18:00,23.3,20.87571312,0.3215,0.3215,0.080375
2019-01-10 19:00,23.6775,21.35655703,0.3174166667,0.3174166667,0.07935416667
2019-01-10 20:00,24.31083333,21.79707551,0.3405,0.3405,0.085125
2019-01-10 21:00,24.615,22.68614859,0.374,0.374,0.0935
2019-01-10 22:00,24.78916667,23.74652125,0.4268333333,0.4268333333,0.1067083333
2019-01-10 23:00,24.9225,25.10496712,0.5014166667,0.5014166667,0.1253541667
2019-01-11 00:00,24.9625,25.8731948,0.5415833333,0.5415833333,0.1353958333
2019-01-11 01:00,24.9425,27.14768243,0.6045,0.6045,0.151125
2019-01-11 02:00,24.97083333,28.46914891,0.672,0.672,0.168
2019-01-11 03:00,24.98,29.24827676,0.7115,0.7115,0.177875
2019-01-11 04:00,25.01,29.68311553,0.7348333333,0.1839166667,0.04597916667
2019-01-11 05:00,24.9225,29.87023933,0.73975,0.55825,0.1395625
2019-01-11 06:00,24.59416667,30.04453403,0.7319166667,0.7319166667,0.1829791667
2019-01-11 07:00,24.33,29.73593499,0.70325,0.70325,0.1758125
2019-01-11 08:00,23.78083333,29.25361636,0.65175,0.65175,0.1629375
2019-01-11 09:00,23.57583333,28.27274455,0.5925,0.5925,0.148125
2019-01-11 10:00,23.69666667,27.19834816,0.54475,0.54475,0.1361875
2019-01-11 11:00,23.69666667,25.90115703,0.4799166667,0.4799166667,0.1199791667
2019-01-11 12:00,23.47416667,24.97015764,0.42225,0.42225,0.1055625
2019-01-11 13:00,23.41833333,23.88814278,0.3653333333,0.3653333333,0.09133333333
2019-01-11 14:00,23.40833333,23.13661418,0.3281666667,0.3281666667,0.08204166667
2019-01-11 15:00,23.43916667,21.49803286,0.3074166667,0.3074166667,0.07685416667
2019-01-11 16:00,23.55083333,21.1740945,0.3205,0.3205,0.080125
2019-01-11 17:00,23.545,21.10477991,0.3254166667,0.3254166667,0.08135416667
2019-01-11 18:00,23.46083333,20.98527141,0.3241666667,0.3241666667,0.08104166667
2019-01-11 19:00,23.92666667,21.36434429,0.3318333333,0.3318333333,0.08295833333
2019-01-11 20:00,24.4725,21.85283518,0.34625,0.34625,0.0865625
2019-01-11 21:00,24.76916667,23.00034663,0.3884166667,0.3884166667,0.09710416667
2019-01-11 22:00,24.96416667,23.77936512,0.4370833333,0.2959166667,0.07397916667
2019-01-11 23:00,25.0675,25.02773013,0.50475,0,0
2019-01-12 00:00,25.09416667,25.95695181,0.5525,0,0
2019-01-12 01:00,25.11,27.45012973,0.6280833333,0,0
2019-01-12 02:00,25.13416667,28.28697612,0.6710833333,0,0
2019-01-12 03:00,25.15416667,29.03465011,0.7095,0,0
2019-01-12 04:00,25.15416667,29.70567355,0.743,0,0
2019-01-12 05:00,25.155,29.84269353,0.7498333333,0,0
2019-01-12 06:00,25.2825,30.15863062,0.7720833333,0,0
2019-01-12 07:00,25.72333333,29.43080438,0.75775,0,0
2019-01-12 08:00,25.865,29.39951184,0.76325,0,0
2019-01-12 09:00,26.0675,28.17534511,0.712,0,0
2019-01-12 10:00,26.30583333,27.47336092,0.6890833333,0,0
2019-01-12 11:00,26.55333333,25.59243884,0.60725,0,0
2019-01-12 12:00,26.71416667,24.80787771,0.5759166667,0,0
2019-01-12 13:00,26.78083333,23.80911462,0.5293333333,0,0
2019-01-12 14:00,26.855,22.94741975,0.4925,0,0
2019-01-12 15:00,26.94833333,22.08310421,0.4808333333,0,0
2019-01-12 16:00,27.03916667,21.77768325,0.4723333333,0,0
2019-01-12 17:00,27.13,21.05664835,0.5039166667,0,0
2019-01-12 18:00,27.145,20.93288591,0.5105833333,0,0
2019-01-12 19:00,27.14166667,21.41265279,0.4883333333,0,0
2019-01-12 20:00,27.0775,22.14867716,0.4848333333,0,0
2019-01-12 21:00,26.9425,22.82499332,0.4945,0,0
2019-01-12 22:00,26.76,23.88773189,0.5324166667,0,0
2019-01-12 23:00,26.62083333,24.93779931,0.5778333333,0,0
2019-01-13 00:00,26.50666667,26.27688913,0.63925,0,0
2019-01-13 01:00,26.44,27.20480641,0.6821666667,0,0
2019-01-13 02:00,26.39416667,27.99891064,0.71975,0,0
2019-01-13 03:00,26.32333333,29.09612113,0.7710833333,0,0
2019-01-13 04:00,26.28,29.74213987,0.8010833333,0,0
2019-01-13 05:00,26.22916667,29.86011938,0.8043333333,0,0
2019-01-13 06:00,26.2475,29.95956933,0.8103333333,0,0
2019-01-13 07:00,26.295,29.42770621,0.7861666667,0,0
2019-01-13 08:00,26.38416667,29.12735778,0.7755833333,0,0
2019-01-13 09:00,26.46166667,28.13424656,0.7298333333,0,0
2019-01-13 10:00,26.60333333,27.36117862,0.69825,0,0
2019-01-13 11:00,26.82083333,25.88645924,0.6354166667,0,0
2019-01-13 12:00,27.0625,24.93553637,0.6,0,0
2019-01-13 13:00,27.34583333,23.84230378,0.5594166667,0,0
2019-01-13 14:00,27.56666667,23.08387035,0.5345,0,0
2019-01-13 15:00,27.75083333,22.0902844,0.5184166667,0,0
2019-01-13 16:00,27.84583333,21.66554748,0.5269166667,0,0
2019-01-13 17:00,27.83,20.95949791,0.5435833333,0,0
2019-01-13 18:00,27.74416667,21.04296189,0.5361666667,0,0
2019-01-13 19:00,27.65916667,21.45359711,0.5135833333,0,0
2019-01-13 20:00,27.56166667,21.89087664,0.5015833333,0,0
2019-01-13 21:00,27.43916667,22.77466316,0.5136666667,0,0
2019-01-13 22:00,27.28416667,23.70055232,0.54925,0,0
2019-01-13 23:00,27.15,24.74215876,0.5946666667,0,0
2019-01-14 00:00,27.0175,26.06779411,0.65425,0,0
2019-01-14 01:00,26.9425,27.17375479,0.7058333333,0,0
2019-01-14 02:00,26.9,28.15403871,0.7526666667,0,0
2019-01-14 03:00,26.88166667,29.28195092,0.8081666667,0,0
2019-01-14 04:00,26.86833333,29.40545312,0.81375,0,0
2019-01-14 05:00,26.79666667,29.75750167,0.82775,0,0
2019-01-14 06:00,26.33333333,29.92715461,0.8128333333,0,0
2019-01-14 07:00,24.85166667,29.62236917,0.72375,0.4738333333,0.1184583333
2019-01-14 08:00,23.80583333,29.27459816,0.6540833333,0.6540833333,0.1635208333
2019-01-14 09:00,23.425,28.16435678,0.5794166667,0.5794166667,0.1448541667
2019-01-14 10:00,23.6375,27.1691814,0.5403333333,0.5403333333,0.1350833333
2019-01-14 11:00,23.70333333,26.03599032,0.487,0.487,0.12175
2019-01-14 12:00,23.75583333,25.04933679,0.4403333333,0.4403333333,0.1100833333
2019-01-14 13:00,23.63666667,23.64575521,0.3640833333,0.3640833333,0.09102083333
2019-01-14 14:00,23.67333333,22.69673764,0.321,0.321,0.08025
2019-01-14 15:00,23.57583333,22.12872451,0.29925,0.29925,0.0748125
2019-01-14 16:00,23.58166667,21.44660679,0.30775,0.30775,0.0769375
2019-01-14 17:00,23.38,21.10700462,0.3136666667,0.3136666667,0.07841666667
2019-01-14 18:00,23.33,20.99331297,0.3191666667,0.3191666667,0.07979166667
2019-01-14 19:00,24.20666667,21.05194844,0.3578333333,0.3578333333,0.08945833333
2019-01-14 20:00,25.10333333,21.60084452,0.3795,0.126,0.0315
2019-01-14 21:00,25.55166667,23.01432894,0.4315833333,0,0
2019-01-14 22:00,25.77916667,23.48367706,0.4651666667,0,0
2019-01-14 23:00,25.855,25.02705124,0.5440833333,0,0
2019-01-15 00:00,25.9025,26.21267321,0.6055833333,0,0
2019-01-15 01:00,25.94666667,27.60126127,0.6774166667,0,0
2019-01-15 02:00,25.9775,28.24893198,0.7115,0,0
2019-01-15 03:00,26.00833333,29.1500183,0.7579166667,0,0
2019-01-15 04:00,26.04083333,29.63096749,0.7836666667,0,0
2019-01-15 05:00,25.97,30.07432169,0.8021666667,0,0
2019-01-15 06:00,25.73666667,29.90836856,0.78225,0,0
2019-01-15 07:00,25.50666667,29.83485696,0.7670833333,0.06025,0.0150625
2019-01-15 08:00,24.5075,29.09306307,0.68,0.68,0.17
2019-01-15 09:00,23.86666667,28.35958906,0.6113333333,0.6113333333,0.1528333333
2019-01-15 10:00,24.02583333,27.88006977,0.5953333333,0.5953333333,0.1488333333
2019-01-15 11:00,24.18153846,25.90910218,0.5045384615,0.5045384615,0.1261346154
2019-01-15 12:00,23.95666667,24.97746632,0.4466666667,0.4466666667,0.1116666667
2019-01-15 13:00,23.86166667,23.64051159,0.3750833333,0.3750833333,0.09377083333
2019-01-15 14:00,23.8275,22.65896505,0.33175,0.33175,0.0829375
2019-01-15 15:00,23.83333333,21.86482724,0.3155833333,0.3155833333,0.07889583333
2019-01-15 16:00,23.65083333,21.32862294,0.3276666667,0.3276666667,0.08191666667
2019-01-15 17:00,23.49083333,20.98047421,0.3255,0.3255,0.081375
2019-01-15 18:00,23.41166667,21.19429515,0.3109166667,0.3109166667,0.07772916667
2019-01-15 19:00,24.35,21.39063288,0.3498333333,0.3498333333,0.08745833333
2019-01-15 20:00,25.21166667,21.67757614,0.3875,0.06725,0.0168125
2019-01-15 21:00,25.645,22.60911724,0.415,0,0
2019-01-15 22:00,25.84083333,23.50189973,0.4670833333,0,0
2019-01-15 23:00,25.92666667,24.57394982,0.5250833333,0,0
2019-01-16 00:00,25.94833333,25.80856974,0.5879166667,0,0
2019-01-16 01:00,25.93333333,27.16956257,0.6550833333,0,0
2019-01-16 02:00,25.9525,28.07224631,0.7011666667,0,0
2019-01-16 03:00,25.97083333,28.994096,0.7483333333,0,0
2019-01-16 04:00,25.985,29.51060358,0.7748333333,0,0
2019-01-16 05:00,25.89333333,29.87955384,0.7886666667,0,0
2019-01-16 06:00,25.67666667,30.04634868,0.7861666667,0,0
2019-01-16 07:00,25.5625,29.63140485,0.75975,0,0
2019-01-16 08:00,24.53583333,29.16732223,0.6850833333,0.6271666667,0.1567916667
2019-01-16 09:00,24.10916667,28.1493822,0.6128333333,0.6128333333,0.1532083333
2019-01-16 10:00,24.11333333,27.44673511,0.5779166667,0.5779166667,0.1444791667
2019-01-16 11:00,24.03833333,26.33425264,0.5185833333,0.5185833333,0.1296458333
2019-01-16 12:00,24.42083333,25.11339509,0.4766666667,0.4766666667,0.1191666667
2019-01-16 13:00,24.72833333,23.65624135,0.41925,0.41925,0.1048125
2019-01-16 14:00,24.3925,22.75836303,0.3575,0.3575,0.089375
2019-01-16 15:00,23.95666667,21.85687263,0.3264166667,0.3264166667,0.08160416667
